,ProtonNum,NucleonNum,Mass
2689,80.0,196,195.965833445
2690,81.0,196,195.970481189
2691,82.0,196,195.972787552
2692,83.0,196,195.980666509
2693,84.0,196,195.985540722
2694,85.0,196,195.995799034
2695,86.0,196,196.002120431
2696,74.0,197,196.984036
2697,75.0,197,196.978153
2698,76.0,197,196.973076
2699,77.0,197,196.969657217
2700,78.0,197,196.96734303
2701,79.0,197,196.966570103
2702,80.0,197,196.967213715
2703,81.0,197,196.969560492
2704,82.0,197,196.973434737
2705,83.0,197,196.978864927
2706,84.0,197,196.985621939
2707,85.0,197,196.993177353
2708,86.0,197,197.001621446
2709,87.0,197,197.011008086
2710,75.0,198,197.98176
2711,76.0,198,197.974664
2712,77.0,198,197.972399
2713,78.0,198,197.967896718
2714,79.0,198,197.968243714
2715,80.0,198,197.966769177
2716,81.0,198,197.970446669
2717,82.0,198,197.97201545
2718,83.0,198,197.979201316
2719,84.0,198,197.983388753
2720,85.0,198,197.992797864
2721,86.0,198,197.998679197
2722,87.0,198,198.010282081
2723,75.0,199,198.984187
2724,76.0,199,198.978239
2725,77.0,199,198.973807097
2726,78.0,199,198.970597022
2727,79.0,199,198.968766573
2728,80.0,199,198.968280994
2729,81.0,199,198.969877
2730,82.0,199,198.97291262
2731,83.0,199,198.977672841
2732,84.0,199,198.983640445
2733,85.0,199,198.990527715
2734,86.0,199,198.998325436
2735,87.0,199,199.007269384
2736,76.0,200,199.980086
2737,77.0,200,199.976844
2738,78.0,200,199.971444609
2739,79.0,200,199.970756558
2740,80.0,200,199.968326941
2741,81.0,200,199.970963608
2742,82.0,200,199.971818546
2743,83.0,200,199.97813129
2744,84.0,200,199.981812355
2745,85.0,200,199.990351099
2746,86.0,200,199.995705335
2747,87.0,200,200.006584666
2748,76.0,201,200.984069
2749,77.0,201,200.978701
2750,78.0,201,200.974513305
2751,79.0,201,200.971657678
2752,80.0,201,200.970303054
2753,81.0,201,200.970820235
2754,82.0,201,200.972870431
2755,83.0,201,200.976995017
2756,84.0,201,200.982263799
2757,85.0,201,200.988417058
2758,86.0,201,200.995590511
2759,87.0,201,201.003852491
2760,88.0,201,201.012814699
2761,76.0,202,201.986548
2762,77.0,202,201.982136
2763,78.0,202,201.975639
2764,79.0,202,201.973856
2765,80.0,202,201.970643604
2766,81.0,202,201.972108874
2767,82.0,202,201.972151613
2768,83.0,202,201.977723042
2769,84.0,202,201.980738934
2770,85.0,202,201.988625686
2771,86.0,202,201.993263982
2772,87.0,202,202.003329637
2773,88.0,202,202.009742305
2774,76.0,203,202.992195
2775,77.0,203,202.984573
2776,78.0,203,202.979055
2777,79.0,203,202.975154492
2778,80.0,203,202.972872396
2779,81.0,203,202.972344098
2780,82.0,203,202.973390617
2781,83.0,203,202.976892077
2782,84.0,203,202.981416072
2783,85.0,203,202.986942904
2784,86.0,203,202.993361155
2785,87.0,203,203.000940867
2786,88.0,203,203.009233907
2787,77.0,204,203.989726
2788,78.0,204,203.981084
2789,79.0,204,203.97811
2790,80.0,204,203.973494037
2791,81.0,204,203.97386342
2792,82.0,204,203.973043506
2793,83.0,204,203.977835687
2794,84.0,204,203.980310078
2795,85.0,204,203.987251393
2796,86.0,204,203.991443729
2797,87.0,204,204.000651972
2798,88.0,204,204.006506855
2799,77.0,205,204.993988
2800,78.0,205,204.986237
2801,79.0,205,204.980064
2802,80.0,205,204.976073151
2803,81.0,205,204.974427318
2804,82.0,205,204.974481682
2805,83.0,205,204.977385182
2806,84.0,205,204.981190006
2807,85.0,205,204.986060546
2808,86.0,205,204.991723228
2809,87.0,205,204.998593854
2810,88.0,205,205.006230692
2811,89.0,205,205.015144152
2812,78.0,206,205.99008
2813,79.0,206,205.984766
2814,80.0,206,205.977513837
2815,81.0,206,205.976110108
2816,82.0,206,205.97446521
2817,83.0,206,205.978498843
2818,84.0,206,205.980473662
2819,85.0,206,205.986645768
2820,86.0,206,205.990195409
2821,87.0,206,205.998661441
2822,88.0,206,206.003827842
2823,89.0,206,206.014476477
2824,78.0,207,206.995556
2825,79.0,207,206.988577
2826,80.0,207,206.9823
2827,81.0,207,206.977418605
2828,82.0,207,206.975896821
2829,83.0,207,206.978470551
2830,84.0,207,206.981593334
2831,85.0,207,206.985799715
2832,86.0,207,206.990730224
2833,87.0,207,206.99694145
2834,88.0,207,207.00377242
2835,89.0,207,207.011965967
2836,78.0,208,207.999463
2837,79.0,208,207.993655
2838,80.0,208,207.985759
2839,81.0,208,207.982018006
2840,82.0,208,207.976652005
2841,83.0,208,207.97974206
2842,84.0,208,207.981246035
2843,85.0,208,207.986613011
2844,86.0,208,207.989634513
2845,87.0,208,207.997139082
2846,88.0,208,208.001855012
2847,89.0,208,208.011552251
2848,90.0,208,208.017915348
2849,79.0,209,208.997606
2850,80.0,209,208.990757
2851,81.0,209,208.985351713
2852,82.0,209,208.981089978
2853,83.0,209,208.980398599
2854,84.0,209,208.982430361
2855,85.0,209,208.986168701
2856,86.0,209,208.990401389
2857,87.0,209,208.995939701
2858,88.0,209,209.001994902
2859,89.0,209,209.009495375
2860,90.0,209,209.017601
2861,79.0,210,210.002877
2862,80.0,210,209.99431
2863,81.0,210,209.990072942
2864,82.0,210,209.984188381
2865,83.0,210,209.984120237
2866,84.0,210,209.982873686
2867,85.0,210,209.987147423
2868,86.0,210,209.989688862
2869,87.0,210,209.996410596
2870,88.0,210,210.000475406
2871,89.0,210,210.009408625
2872,90.0,210,210.015093515
2873,80.0,211,210.999581
2874,81.0,211,210.993475
2875,82.0,211,210.988735288
2876,83.0,211,210.987268715
2877,84.0,211,210.986653171
2878,85.0,211,210.987496226
2879,86.0,211,210.990600767
2880,87.0,211,210.995555189
2881,88.0,211,211.000893049
2882,89.0,211,211.007668846
2883,90.0,211,211.014896923
2884,91.0,211,211.023674036
2885,80.0,212,212.003242
2886,81.0,212,211.998335
2887,82.0,212,211.991895891
2888,83.0,212,211.99128503
2889,84.0,212,211.988867982
2890,85.0,212,211.990737301
2891,86.0,212,211.990703946
2892,87.0,212,211.99622542
2893,88.0,212,211.999786619
2894,89.0,212,212.007836442
2895,90.0,212,212.01300157
2896,91.0,212,212.023184819
2897,80.0,213,213.008803
2898,81.0,213,213.001915
2899,82.0,213,212.996560796
2900,83.0,213,212.99438357
2901,84.0,213,212.992857154
2902,85.0,213,212.992936593
2903,86.0,213,212.993885147
2904,87.0,213,212.99618441
2905,88.0,213,213.000370971
2906,89.0,213,213.006592665
2907,90.0,213,213.01301147
2908,91.0,213,213.021099644
2909,80.0,214,214.012636
2910,81.0,214,214.00694
2911,82.0,214,213.999803521
2912,83.0,214,213.998710909
2913,84.0,214,213.995201287
2914,85.0,214,213.996372331
2915,86.0,214,213.99536265
2916,87.0,214,213.998971193
2917,88.0,214,214.00009956
2918,89.0,214,214.0069064
2919,90.0,214,214.01148148
2920,91.0,214,214.020891055
2921,80.0,215,215.018368
2922,81.0,215,215.010768
2923,82.0,215,215.004661591
2924,83.0,215,215.001749095
2925,84.0,215,214.999418385
2926,85.0,215,214.998651002
2927,86.0,215,214.998745037
2928,87.0,215,215.000341534
2929,88.0,215,215.002718208
2930,89.0,215,215.006474061
2931,90.0,215,215.01172464
2932,91.0,215,215.019113955
2933,92.0,215,215.026719774
2934,80.0,216,216.022459
2935,81.0,216,216.015964
2936,82.0,216,216.008062
2937,83.0,216,216.006305985
2938,84.0,216,216.001913416
2939,85.0,216,216.002422643
2940,86.0,216,216.000271942
2941,87.0,216,216.003189523
2942,88.0,216,216.003533534
2943,89.0,216,216.008749101
2944,90.0,216,216.011055933
2945,91.0,216,216.019134633
2946,92.0,216,216.024762829
2947,81.0,217,217.020032
2948,82.0,217,217.013162
2949,83.0,217,217.009372
2950,84.0,217,217.006316145
2951,85.0,217,217.004717794
2952,86.0,217,217.003927632
2953,87.0,217,217.00463198
2954,88.0,217,217.006322676
2955,89.0,217,217.009342325
2956,90.0,217,217.013103443
2957,91.0,217,217.018309024
2958,92.0,217,217.02466
2959,81.0,218,218.025454
2960,82.0,218,218.016779
2961,83.0,218,218.014188
2962,84.0,218,218.008971234
2963,85.0,218,218.008695941
2964,86.0,218,218.005601123
2965,87.0,218,218.00757862
2966,88.0,218,218.007134297
2967,89.0,218,218.01164886
2968,90.0,218,218.013276248
2969,91.0,218,218.020021133
2970,92.0,218,218.023504877
2971,82.0,219,219.022136
2972,83.0,219,219.01752
2973,84.0,219,219.013614
2974,85.0,219,219.011160587
2975,86.0,219,219.009478683
2976,87.0,219,219.009250664
2977,88.0,219,219.010084715
2978,89.0,219,219.012420425
2979,90.0,219,219.015526432
2980,91.0,219,219.019949909
2981,92.0,219,219.025009233
2982,93.0,219,219.031601865
2983,82.0,220,220.025905
2984,83.0,220,220.022501
2985,84.0,220,220.016386
2986,85.0,220,220.015433
2987,86.0,220,220.011392443
2988,87.0,220,220.012326789
2989,88.0,220,220.011027542
2990,89.0,220,220.014754527
2991,90.0,220,220.015769866
2992,91.0,220,220.021769753
2993,92.0,220,220.024706
2994,93.0,220,220.03271628
2995,83.0,221,221.02598
2996,84.0,221,221.021228
2997,85.0,221,221.018017
2998,86.0,221,221.015535637
2999,87.0,221,221.014253714
3000,88.0,221,221.013917293
3001,89.0,221,221.015599721
3002,90.0,221,221.018185757
3003,91.0,221,221.021873393
3004,92.0,221,221.026323297
3005,93.0,221,221.03211
3006,94.0,221,221.038572
3007,83.0,222,222.031079
3008,84.0,222,222.02414
3009,85.0,222,222.022494
3010,86.0,222,222.017576017
3011,87.0,222,222.017582615
3012,88.0,222,222.015373371
3013,89.0,222,222.017844232
3014,90.0,222,222.01846822
3015,91.0,222,222.023687064
3016,92.0,222,222.026057957
3017,93.0,222,222.033574706
3018,94.0,222,222.037638
3019,83.0,223,223.034611
3020,84.0,223,223.02907
3021,85.0,223,223.025151
3022,86.0,223,223.021889283
3023,87.0,223,223.019734241
3024,88.0,223,223.018500648
3025,89.0,223,223.019135982
3026,90.0,223,223.020811083
3027,91.0,223,223.023980414
3028,92.0,223,223.027960754
3029,93.0,223,223.03291334
3030,94.0,223,223.038777
3031,95.0,223,223.04584
3032,83.0,224,224.039796
3033,84.0,224,224.03211
3034,85.0,224,224.029749
3035,86.0,224,224.024095803
3036,87.0,224,224.023348096
3037,88.0,224,224.020210361
3038,89.0,224,224.021722249
3039,90.0,224,224.021466137
3040,91.0,224,224.025617286
3041,92.0,224,224.027635913
3042,93.0,224,224.03438803
3043,94.0,224,224.037875
3044,95.0,224,224.046442
3045,84.0,225,225.037123
3046,85.0,225,225.032528
3047,86.0,225,225.028485572
3048,87.0,225,225.025572466
3049,88.0,225,225.023610502
3050,89.0,225,225.023228601
3051,90.0,225,225.023950975
3052,91.0,225,225.026147927
3053,92.0,225,225.02938505
3054,93.0,225,225.033943422
3055,94.0,225,225.03897
3056,95.0,225,225.045508
3057,84.0,226,226.04031
3058,85.0,226,226.037209
3059,86.0,226,226.03086138
3060,87.0,226,226.029544512
3061,88.0,226,226.025408186
3062,89.0,226,226.026096999
3063,90.0,226,226.024903699
3064,91.0,226,226.027948217
3065,92.0,226,226.029338669
3066,93.0,226,226.035230364
3067,94.0,226,226.03825
3068,95.0,226,226.04613
3069,84.0,227,227.04539
3070,85.0,227,227.040183
3071,86.0,227,227.035304393
3072,87.0,227,227.031865413
3073,88.0,227,227.029176205
3074,89.0,227,227.027750594
3075,90.0,227,227.027702546
3076,91.0,227,227.028803586
3077,92.0,227,227.031181124
3078,93.0,227,227.034975012
3079,94.0,227,227.039474
3080,95.0,227,227.045282
3081,85.0,228,228.04496
3082,86.0,228,228.037835415
3083,87.0,228,228.035839433
3084,88.0,228,228.031068574
3085,89.0,228,228.031019685
3086,90.0,228,228.028739741
3087,91.0,228,228.031050758
3088,92.0,228,228.031368959
3089,93.0,228,228.036313
3090,94.0,228,228.038763325
3091,95.0,228,228.046001
3092,85.0,229,229.048191
3093,86.0,229,229.042257272
3094,87.0,229,229.038291443
3095,88.0,229,229.034956703
3096,89.0,229,229.032947
3097,90.0,229,229.031761357
3098,91.0,229,229.032095585
3099,92.0,229,229.033505976
3100,93.0,229,229.036287269
3101,94.0,229,229.040145099
3102,95.0,229,229.045282534
3103,86.0,230,230.045271
3104,87.0,230,230.042390787
3105,88.0,230,230.037054776
3106,89.0,230,230.036327
3107,90.0,230,230.033132267
3108,91.0,230,230.034539717
3109,92.0,230,230.033940114
3110,93.0,230,230.03782806
3111,94.0,230,230.039648313
3112,95.0,230,230.046025
3113,86.0,231,231.049973
3114,87.0,231,231.045175353
3115,88.0,231,231.041027085
3116,89.0,231,231.038393
3117,90.0,231,231.036302764
3118,91.0,231,231.0358825
3119,92.0,231,231.03629218
3120,93.0,231,231.038243598
3121,94.0,231,231.041125946
3122,95.0,231,231.045529
3123,96.0,231,231.050746
3124,87.0,232,232.049461219
3125,88.0,232,232.043475267
3126,89.0,232,232.042034
3127,90.0,232,232.038053606
3128,91.0,232,232.038590205
3129,92.0,232,232.037154765
3130,93.0,232,232.040107
3131,94.0,232,232.041182133
3132,95.0,232,232.046613
3133,96.0,232,232.04974
3134,87.0,233,233.052517833
3135,88.0,233,233.04759457
3136,89.0,233,233.044346
3137,90.0,233,233.041580126
3138,91.0,233,233.040246535
3139,92.0,233,233.039634294
3140,93.0,233,233.040739421
3141,94.0,233,233.042997411
3142,95.0,233,233.046468
3143,96.0,233,233.050771485
3144,97.0,233,233.056652
3145,88.0,234,234.0503821
3146,89.0,234,234.048139
3147,90.0,234,234.043599801
3148,91.0,234,234.043305555
3149,92.0,234,234.040950296
3150,93.0,234,234.042893245
3151,94.0,234,234.043317489
3152,95.0,234,234.047731
3153,96.0,234,234.050158568
3154,97.0,234,234.057322
3155,88.0,235,235.05489
3156,89.0,235,235.05084
3157,90.0,235,235.047255
3158,91.0,235,235.045399
3159,92.0,235,235.043928117
3160,93.0,235,235.044061518
3161,94.0,235,235.045284609
3162,95.0,235,235.047906478
3163,96.0,235,235.051545
3164,97.0,235,235.056651
3165,89.0,236,236.054988
3166,90.0,236,236.049657
3167,91.0,236,236.048668
3168,92.0,236,236.04556613
3169,93.0,236,236.046568296
3170,94.0,236,236.046056661
3171,95.0,236,236.049427
3172,96.0,236,236.051372112
3173,97.0,236,236.057479
3174,89.0,237,237.057993
3175,90.0,237,237.053629
3176,91.0,237,237.051023
3177,92.0,237,237.048728309
3178,93.0,237,237.04817164
3179,94.0,237,237.048407888
3180,95.0,237,237.049995
3181,96.0,237,237.052868988
3182,97.0,237,237.057123
3183,98.0,237,237.062199272
3184,90.0,238,238.056388
3185,91.0,238,238.054637
3186,92.0,238,238.050786936
3187,93.0,238,238.050944603
3188,94.0,238,238.049558175
3189,95.0,238,238.051982531
3190,96.0,238,238.053081606
3191,97.0,238,238.058204
3192,98.0,238,238.06149
3193,90.0,239,239.060655
3194,91.0,239,239.05726
3195,92.0,239,239.054291989
3196,93.0,239,239.052937538
3197,94.0,239,239.052161596
3198,95.0,239,239.053022729
3199,96.0,239,239.054908519
3200,97.0,239,239.058239
3201,98.0,239,239.062482
3202,99.0,239,239.06831
3203,91.0,240,240.061203
3204,92.0,240,240.056592411
3205,93.0,240,240.056163778
3206,94.0,240,240.05381174
3207,95.0,240,240.055298374
3208,96.0,240,240.055528233
3209,97.0,240,240.059758
3210,98.0,240,240.062253447
3211,99.0,240,240.068949
3212,91.0,241,241.064134
3213,92.0,241,241.06033
3214,93.0,241,241.058309671
3215,94.0,241,241.056849651
3216,95.0,241,241.056827343
3217,96.0,241,241.057651218
3218,97.0,241,241.060098
3219,98.0,241,241.06369
3220,99.0,241,241.068592
3221,100.0,241,241.074311
3222,92.0,242,242.062931
3223,93.0,242,242.061639548
3224,94.0,242,242.058740979
3225,95.0,242,242.059547358
3226,96.0,242,242.058834187
3227,97.0,242,242.061999
3228,98.0,242,242.063754544
3229,99.0,242,242.069567
3230,100.0,242,242.07343
3231,92.0,243,243.067075
3232,93.0,243,243.064204
3233,94.0,243,243.062002068
3234,95.0,243,243.061379889
3235,96.0,243,243.061387329
3236,97.0,243,243.063005905
3237,98.0,243,243.065475
3238,99.0,243,243.069508
3239,100.0,243,243.074414
3240,93.0,244,244.067891
3241,94.0,244,244.064204401
3242,95.0,244,244.064282892
3243,96.0,244,244.062750622
3244,97.0,244,244.065178969
3245,98.0,244,244.065999447
3246,99.0,244,244.070881
3247,100.0,244,244.074036
3248,101.0,244,244.081157
3249,93.0,245,245.070693
3250,94.0,245,245.067824554
3251,95.0,245,245.066452827
3252,96.0,245,245.065491047
3253,97.0,245,245.066359814
3254,98.0,245,245.068046755
3255,99.0,245,245.071192
3256,100.0,245,245.075354
3257,101.0,245,245.080864
3258,94.0,246,246.070204172
3259,95.0,246,246.069774
3260,96.0,246,246.067222016
3261,97.0,246,246.0686713
3262,98.0,246,246.068803685
3263,99.0,246,246.072806474
3264,100.0,246,246.075353334
3265,101.0,246,246.081713
3266,94.0,247,247.0743
3267,95.0,247,247.072092
3268,96.0,247,247.070352678
3269,97.0,247,247.070305889
3270,98.0,247,247.070971348
3271,99.0,247,247.073621929
3272,100.0,247,247.076944
3273,101.0,247,247.08152
3274,95.0,248,248.075752
3275,96.0,248,248.072349086
3276,97.0,248,248.073141689
3277,98.0,248,248.072182905
3278,99.0,248,248.075469
3279,100.0,248,248.077185451
3280,101.0,248,248.082607
3281,102.0,248,248.086623
3282,95.0,249,249.07848
3283,96.0,249,249.075953992
3284,97.0,249,249.074983118
3285,98.0,249,249.074850428
3286,99.0,249,249.076409
3287,100.0,249,249.078926042
3288,101.0,249,249.082857155
3289,102.0,249,249.087802
3290,96.0,250,250.078357541
3291,97.0,250,250.078317195
3292,98.0,250,250.076404494
3293,99.0,250,250.078611
3294,100.0,250,250.079519765
3295,101.0,250,250.084164934
3296,102.0,250,250.087565
3297,96.0,251,251.082284988
3298,97.0,251,251.080760555
3299,98.0,251,251.079587171
3300,99.0,251,251.079991431
3301,100.0,251,251.08154513
3302,101.0,251,251.084774287
3303,102.0,251,251.088942
3304,103.0,251,251.094289
3305,96.0,252,252.08487
3306,97.0,252,252.08431
3307,98.0,252,252.081626507
3308,99.0,252,252.082979173
3309,100.0,252,252.082466019
3310,101.0,252,252.086385
3311,102.0,252,252.08896607
3312,103.0,252,252.095048
3313,97.0,253,253.08688
3314,98.0,253,253.085133723
3315,99.0,253,253.084821241
3316,100.0,253,253.085180945
3317,101.0,253,253.087143
3318,102.0,253,253.09056278
3319,103.0,253,253.09503385
3320,104.0,253,253.100528
3321,97.0,254,254.0906
3322,98.0,254,254.087323575
3323,99.0,254,254.088024337
3324,100.0,254,254.086852424
3325,101.0,254,254.08959
3326,102.0,254,254.090954211
3327,103.0,254,254.096238813
3328,104.0,254,254.100055
3329,98.0,255,255.091046
3330,99.0,255,255.090273504
3331,100.0,255,255.089963495
3332,101.0,255,255.091081702
3333,102.0,255,255.093196439
3334,103.0,255,255.096562399
3335,104.0,255,255.101267
3336,105.0,255,255.106919
3337,98.0,256,256.093442
3338,99.0,256,256.093597
3339,100.0,256,256.091771699
3340,101.0,256,256.093888
3341,102.0,256,256.094281912
3342,103.0,256,256.098494024
3343,104.0,256,256.101151464
3344,105.0,256,256.107674
3345,99.0,257,257.095979
3346,100.0,257,257.095105419
3347,101.0,257,257.095537343
3348,102.0,257,257.096884203
3349,103.0,257,257.09948
3350,104.0,257,257.102916796
3351,105.0,257,257.107520042
3352,99.0,258,258.09952
3353,100.0,258,258.097077
3354,101.0,258,258.098433634
3355,102.0,258,258.098205
3356,103.0,258,258.101753
3357,104.0,258,258.103429895
3358,105.0,258,258.108972995
3359,106.0,258,258.11304
3360,100.0,259,259.100596
3361,101.0,259,259.100445
3362,102.0,259,259.100998364
3363,103.0,259,259.1029
3364,104.0,259,259.105601
3365,105.0,259,259.109491859
3366,106.0,259,259.114353
3367,100.0,260,260.102809
3368,101.0,260,260.10365
3369,102.0,260,260.102641
3370,103.0,260,260.105504
3371,104.0,260,260.10644
3372,105.0,260,260.111297
3373,106.0,260,260.114383435
3374,107.0,260,260.121443
3375,101.0,261,261.105828
3376,102.0,261,261.105696
3377,103.0,261,261.106879
3378,104.0,261,261.108769591
3379,105.0,261,261.111979
3380,106.0,261,261.115948135
3381,107.0,261,261.121395733
3382,101.0,262,262.109144
3383,102.0,262,262.107463
3384,103.0,262,262.109615
3385,104.0,262,262.109923
3386,105.0,262,262.114067
3387,106.0,262,262.116338978
3388,107.0,262,262.122654688
3389,102.0,263,263.110714
3390,103.0,263,263.111293
3391,104.0,263,263.112461
3392,105.0,263,263.114987
3393,106.0,263,263.118299
3394,107.0,263,263.122916
3395,108.0,263,263.128479
3396,102.0,264,264.112734
3397,103.0,264,264.114198
3398,104.0,264,264.113876
3399,105.0,264,264.117297
3400,106.0,264,264.11893
3401,107.0,264,264.124486
3402,108.0,264,264.12835633
3403,103.0,265,265.116193
3404,104.0,265,265.116683
3405,105.0,265,265.1185
3406,106.0,265,265.121089
3407,107.0,265,265.124955
3408,108.0,265,265.129791744
3409,109.0,265,265.135937
3410,103.0,266,266.119874
3411,104.0,266,266.118236
3412,105.0,266,266.121032
3413,106.0,266,266.121973
3414,107.0,266,266.12679
3415,108.0,266,266.130048783
3416,109.0,266,266.137062253
3417,104.0,267,267.121787
3418,105.0,267,267.122399
3419,106.0,267,267.124323
3420,107.0,267,267.127499
3421,108.0,267,267.131678
3422,109.0,267,267.137189
3423,,267,267.143726
3424,104.0,268,268.123968
3425,105.0,268,268.125669
3426,106.0,268,268.125389
3427,107.0,268,268.129584
3428,108.0,268,268.132011
3429,109.0,268,268.138649
3430,,268,268.143477
3431,105.0,269,269.127911
3432,106.0,269,269.128495
3433,107.0,269,269.130411
3434,108.0,269,269.133649
3435,109.0,269,269.138809
3436,,269,269.144750965
3437,105.0,270,270.131399
3438,106.0,270,270.130362
3439,107.0,270,270.133366
3440,108.0,270,270.134313
3441,109.0,270,270.140322
3442,,270,270.14458662
3443,106.0,271,271.133782
3444,107.0,271,271.135115
3445,108.0,271,271.137082
3446,109.0,271,271.140741
3447,,271,271.145951
3448,106.0,272,272.135825
3449,107.0,272,272.138259
3450,108.0,272,272.138492
3451,109.0,272,272.143298
3452,,272,272.146091
3453,,272,272.153273
3454,106.0,273,273.139475
3455,107.0,273,273.140294
3456,108.0,273,273.141458
3457,109.0,273,273.144695
3458,,273,273.148455
3459,,273,273.153393
3460,107.0,274,274.143599
3461,108.0,274,274.143217
3462,109.0,274,274.147343
3463,,274,274.149434
3464,,274,274.155247
3465,107.0,275,275.145766
3466,108.0,275,275.14653
3467,109.0,275,275.148972
3468,,275,275.152085
3469,,275,275.156088
3470,107.0,276,276.149169
3471,108.0,276,276.148348
3472,109.0,276,276.151705
3473,,276,276.153022
3474,,276,276.158226
3475,,276,276.161418
3476,107.0,277,277.151477
3477,108.0,277,277.151772
3478,109.0,277,277.153525
3479,,277,277.155763
3480,,277,277.159322
3481,,277,277.163535
3482,107.0,278,278.154988
3483,108.0,278,278.153753
3484,109.0,278,278.156487
3485,,278,278.157007
3486,,278,278.16159
3487,,278,278.164083
3488,113.0,278,278.170725
3489,108.0,279,279.157274
3490,109.0,279,279.158439
3491,,279,279.159984
3492,,279,279.16288
3493,,279,279.166422
3494,113.0,279,279.171187
3495,108.0,280,280.159335
3496,109.0,280,280.161579
3497,,280,280.161375
3498,,280,280.165204
3499,,280,280.167102
3500,113.0,280,280.173098
3501,109.0,281,281.163608
3502,,281,281.164545
3503,,281,281.166757
3504,,281,281.169563
3505,113.0,281,281.17371
3506,109.0,282,282.166888
3507,,282,282.166174
3508,,282,282.169343
3509,,282,282.170507
3510,113.0,282,282.17577
3511,,283,283.169437
3512,,283,283.171101
3513,,283,283.173202
3514,113.0,283,283.176666
3515,,284,284.171187
3516,,284,284.173882
3517,,284,284.17436
3518,113.0,284,284.178843
3519,114.0,284,284.181192
3520,,285,285.175771
3521,,285,285.177227
3522,113.0,285,285.180106
3523,114.0,285,285.183503
3524,,286,286.178756
3525,,286,286.178691
3526,113.0,286,286.182456
3527,114.0,286,286.184226
3528,,287,287.181826
3529,113.0,287,287.184064
3530,114.0,287,287.18672
3531,115.0,287,287.19082
3532,,288,288.183501
3533,113.0,288,288.186764
3534,114.0,288,288.187781
3535,115.0,288,288.192879
3536,113.0,289,289.188461
3537,114.0,289,289.190517
3538,115.0,289,289.193971
3539,116.0,289,289.198023
3540,113.0,290,290.191429
3541,114.0,290,290.191875
3542,115.0,290,290.196235
3543,116.0,290,290.198635
3544,114.0,291,291.194848
3545,115.0,291,291.197725
3546,116.0,291,291.201014
3547,117.0,291,291.205748
3548,115.0,292,292.200323
3549,116.0,292,292.201969
3550,117.0,292,292.207861
3551,116.0,293,293.204583
3552,117.0,293,293.208727
3553,118.0,293,293.213423
3554,117.0,294,294.21084
3555,118.0,294,294.213979
3556,118.0,295,295.216178
